sample	TCGA-FV-A495-01	TCGA-G3-A3CH-11	TCGA-CC-A3MB-01
55905	9.8027	10.7921	10.9027
55122	9.8674	9.2528	9.0839
79647	9.2198	10.4113	9.5325
27102	11.9091	12.1866	12.7921
54821	4.8359	2.4416	6.8784
9451	7.4383	9.2359000000000009	9.4129
5610	7.4052	8.5948	7.9416
6996	6.9431	7.9664	8.591
440275	9.7822	10.5032	10.2575
NA	11.2012	8.8294	10.7349
6611	9.9176	9.6844	10.5289
4828	7.5816	4.9191	5.5488
2069	1.3645	0	1.1077
NA	0	0	0
60370	10.5079	10.3742	8.025
23026	5.7055	6.7466	4.3398
NA	0	0	2.0285
51095	6.8682	7.9875	7.8531
50807	7.8805	8.3813	9.7717
8853	7.2645	7.9406	6.2123
55616	9.7456	8.2062	8.9701
4952	8.4634	8.4597	10.768
NA	0	0	0
147645	6.7242	6.0382	9.9023
5329	7.2645	6.9256	6.643
7503	6.3914	3.3114	0.1275
162605	0	0	0
6909	8.8966	7.7928	7.4982
NA	1.3645	0	0
389816	2.053	0.9157	0
NA	4.7955	2.8491	8.0378
441381	4.7298	3.0291	0
NA	11.0013	9.0649	11.1639
9526	11.6717	11.6675	10.889
NA	8.9037	10.4855	10.3692
4015	6.1513	5.3222	5.8574
9926	12.1246	11.3266	12.1523
NA	0	0	0
80031	5.7693	7.2024	4.723
NA	5.8892	6.1505	6.0288
NA	6.9614	5.0013	2.0285
NA	1.3645	1.4714	1.7268
51301	4.3705	5.4738	6.6814
140687	0	0	0
5613	7.7173	7.3508	5.6296
NA	7.0239	6.5005	5.6954
NA	6.183	5.3222	5.9857
9245	4.8751	2.1846	6.4969
2651	8.4826	9.2921	8.992
NA	6.877	8.4742	7.9257
NA	9.6112	7.8493	7.0516
56967	6.3731	6.7585	7.3009
7718	6.6602	4.8806	4.2422
254531	7.4383	6.6982	7.7993
54947	5.4949	7.4492	5.3316
10162	11.4509	11.3126	12.1162
79888	9.9661	8.4991	9.4129
83985	11.6377	9.9889	11.2375
54474	0	0	5.0083
58526	9.983	8.5375	13.4599
353164	0	0	0
5277	7.1168	7.2452	8.4392
9488	7.249	7.9338	7.793
5279	9.6371	8.4597	9.8765
5281	8.7641	7.3149	7.7779
10203	7.8364	8.1352	8.0208
5283	8.9855	8.3339	8.4028
729873	6.7242	6.9671	8.2095
NA	11.193	10.6781	10.5623
10026	8.1719	9.7835	8.9251
9487	4.8359	5.6109	6.8449
93183	9.2777	8.4451	8.7269
23556	8.136	8.4561	8.1844
84720	9.5744	9.9165	10.0495
51227	8.5538	8.7485	7.308
NA	0	0	0
NA	0.8379	0	0.8237
94005	9.0545	8.2488	8.6293
80895	9.9211	8.4597	9.3774
128869	10.0911	8.4633	10.3425
55650	9.1375	9.8502	8.8644
284098	6.9151	7.5753	7.137
54965	8.7112	8.4229	8.3157
84992	10.8991	10.7174	9.7583
80235	5.7693	6.0766	5.584
147183	0	0	0
283232	8.703	7.5953	7.884
54602	8.8283	10.3829	9.2473
55520	7.7651	7.0942	5.8574
126549	1.3645	3.4265	3.121
119695	0	0	0
121364	0	0	0
250	0	0	0
114822	7.3224	6.428	5.0757
3636	10.3252	10.3001	11.1301
4973	4.6219	2.6597	1.8855
85415	8.5417	10.0236	10.1195
10250	9.6626	10.3411	9.7226
3681	5.3904	6.2713	3.6046
4258	12.0925	12.0287	11.0522
23524	12.0362	12.0795	12.9484
154064	0	0	0
84530	1.7494	0	0
3682	7.8114	6.2035	6.3549
5163	6.2442	8.0167	8.0587
NA	12.5845	12.1558	10.9032
5165	6.7975	6.8937	7.4289
5164	11.1122	11.3291	10.4989
10682	13.8174	12.7514	13.5823
5166	10.3705	14.5185	9.9642
256979	0	0	0
4012	5.043	6.8178	6.2346
55930	7.8708	7.2265	8.4219
248	0.8379	0	1.3448
23036	6.4531	8.4414	8.8656
29927	13.5307	13.1574	14.0604
55176	6.7798	7.4324	7.5359
249	11.1925	10.7151	8.1259
5743	3.6793	5.7362	3.4093
55825	11.354	12.4264	11.2952
23259	7.6109	8.8322	8.664
9779	9.437	9.9086	9.5526
NA	12.7743	12.2111	10.5671
4259	11.5856	10.8782	11.1164
440590	2.053	5.4447	5.1866
NA	7.4578	8.6243	7.5759
9366	0	0	0
79627	6.3594	6.9773	6.0373
22827	12.8259	11.5137	12.9021
9899	5.2778	6.304	0.4699
79752	8.1876	8.6658	9.347
4645	9.8503	10.079	9.6595
388595	8.8333	10.7659	6.4469
NA	13.2062	12.8562	12.1361
390439	0	0	0
5481	9.3595	10.2693	9.7525
83483	11.4399	8.7245	10.9503
91252	10.1761	8.9325	9.6155
57181	7.3713	6.3201	9.1163
201266	10.2004	10.66	10.1638
NA	12.5178	13.5415	9.9294
23516	11.5926	14.6291	13.5378
6327	1.7494	0.9157	0
153241	8.6131	8.7895	8.392
54893	9.946	10.2746	9.6189
1964	10.2205	10.5636	10.6284
9086	0	9.3811	8.9043
4915	5.6612	5.8951	1.3448
4916	3.0155	2.6597	0.8237
57636	8.2891	7.9249	7.2324
58504	6.1672	4.4775	3.121
57584	8.6072	9.8362	11.4837
57569	2.7031	5.2568	3.5103
201176	7.8901	8.4192	7.6413
23092	7.8756	8.6908	8.8159
9938	7.9828	9.0114	6.7908
83478	7.8463	8.1306	5.5488
NA	10.7375	9.2674	9.2168
9411	8.3215	10.4411	9.3394
79822	4.3705	2.1846	2.3881
NA	8.9272	6.3518	9.5234
NA	4.1956	1.4714	3.4093
84759	8.9179	7.2867	8.3313
85360	8.0909	6.9671	6.0031
1649	9.4037	8.0117	10.1756
54541	10.9009	10.2526	10.4992
4795	10.4811	8.7335	9.6345
353189	6.9151	8.4633	2.0285
51289	0	0	0
1310	0	0	1.1077
55922	7.3436	7.9562	8.0998
7703	6.8973	7.0801	7.7544
NA	2.7031	3.1665	0.8237
4087	9.4995	9.5763	9.6233
114803	1.7494	5.0407	5.5006
23130	10.4811	10.8256	10.3659
NA	3.9964	3.9245	3.0557
55102	8.2223	9.6983	9.0931
NA	9.2141	9.0863	9.5249
NA	9.6848	10.0431	11.0212
655	0	1.8717	0.8237
NA	8.1601	9.0578	7.1291
653	0.8379	5.0407	2.0285
652	6.5165	6.186	6.643
651	1.3645	1.4714	0
650	7.1887	7.5886	8.0186
649	10.493	10.5198	9.8412
2828	6.9151	6.3361	7.1644
NA	9.7257	8.4597	8.9667
51132	8.6188	9.3103	9.6601
NA	0	0	0
84108	7.2645	8.4597	8.1728
79169	9.6039	7.3895	8.5049
NA	9.5182	12.3281	11.038
56929	8.8701	9.5847	9.8333
7014	8.4984	8.9533	8.8208
7013	7.9962	9.0188	8.9866
55723	8.5233	5.079	8.8233
NA	4.2563	4.0838	3.0557
NA	0	0	0
51103	9.5042	9.8023	8.7426
283768	0	0	0
55527	9.9513	9.7557	9.6422
23015	8.0826	6.7466	9.3691
NA	0.8379	0	0
440270	8.0572	6.8164	9.2573
NA	0	0	0
NA	0	0	0
NA	5.5478	4.2986	5.6764
541466	0	0	0
53635	12.387	11.5491	11.7724
441519	0	0	0
728911	0	0	0
441521	0	0	0
NA	0	0	0
8045	11.8931	9.9736	10.9632
541465	0	0	0
NA	0	0	0
NA	1.3645	0.9157	1.3448
NA	2.053	0	0.4699
NA	9.9211	8.5749	10.6057
NA	0	0	0
NA	5.4173	3.6467	3.5582
10253	6.9705	8.9007	9.3178
91543	8.3143	8.6658	4.0013
55316	11.1896	10.3616	10.2871
NA	12.6154	12.6052	13.4719
9054	9.9397	10.3021	9.6806
1107	9.5564	8.6372	10.8995
1106	9.8154	10.2796	10.7864
26038	0.8379	2.1846	0
1108	11.9443	11.3769	11.9435
55636	7.5577	7.4196	8.0998
84181	7.1331	9.153	9.5833
80205	7.4448	9.1349	9.149
57680	9.3853	9.4989	9.5189
6442	7.701	5.9786	3.9302
NA	1.7494	0	0
10487	11.7977	11.9896	11.9354
10486	8.2031	6.5828	9.4064
NA	5.5685	3.0165	4.5441
10577	11.9055	11.1307	10.6699
4864	8.8654	8.8099	9.9257
NA	11.0584	10.1347	10.7001
692058	0	0	0
407977	7.8907	6.9859	0
NA	5.7693	4.4189	4.2257
NA	8.8258	10.3222	7.7741
5579	6.7349	8.2018	5.1243
25782	8.4889	9.4775	9.7894
3566	10.9062	10.7074	10.788
168620	0	3.0165	6.3344
200576	6.8673	9.3002	9.5724
NA	0	0	0
NA	0	0	1.5484
79669	3.0155	2.1846	5.2609
NA	1.3645	0	0.4699
NA	7.1168	4.294	5.2316
NA	3.4901	2.8491	4.9375
828	9.4138	6.9568	7.0263
51143	9.2923	8.9584	9.4137
1783	9.3988	10.2336	9.904
7220	3.6793	4.6906	4.7644
80258	1.3645	0	5.3037
114327	6.877	5.6874	7.4386
822	10.8507	7.8984	7.6879
51002	8.9435	7.8326	8.4583
23474	10.4563	9.4356	8.6237
63976	4.3145	4.4189	0.8237
9619	8.9226	8.5782	9.4875
9429	8.325	10.3122	8.8584
389158	0	0	0
64137	0	2.8491	2.3881
64240	10.6462	10.8646	10.6888
56980	6.877	6.9044	7.6771
5359	9.3801	10.2219	9.8747
64241	10.2441	10.8207	10.8092
4353	2.5171	2.4416	0.8237
3174	6.7242	8.8266	9.4539
551	1.7494	0	0
55250	10.4285	10.2326	9.2754
5590	8.8485	9.2589	3.9049
57405	7.2346	2.4416	8.0876
80222	10.0338	9.6953	9.9418
5442	11.1244	10.3538	10.9609
245802	0	0.9157	0
4359	7.4317	4.1574	6.9654
55133	6.7769	8.4813	7.5904
9905	8.7722	8.6877	9.1303
79648	7.1168	8.01	8.771
80273	10.1453	10.9742	10.5088
134266	8.4921	7.5618	8.7098
5356	9.5244	9.7106	9.5731
129049	2.8677	3.4265	8.3821
NA	10.9453	10.0248	9.849
153201	0	0	0
889	7.1808	8.7953	9.2798
80313	7.4119	6.6093	6.0872
253982	6.0691	4.294	6.8304
57113	0	0	0
339896	0	0	0
387273	0	0	0
3142	10.2234	9.578	8.0671
55278	8.5837	9.004	9.3212
81552	10.3366	9.2037	9.6359
2207	9.1871	9.9349	7.5554
57016	13.6619	6.4863	14.8433
10950	8.2598	6.8829	7.9326
7832	8.8031	9.1619	8.0504
441282	5.927	2.1846	8.1119
81889	11.8485	11.7369	10.166
9640	10.1077	9.864	10.0262
84174	5.8104	6.3518	4.2839
26781	0	0	0
132989	0	0.9157	1.1077
NA	0	0	0.4699
NA	9.4072	11.7692	10.8742
NA	0	0	0
NA	5.7484	8.3966	9.4767
132321	6.7134	8.253	5.4379
NA	2.053	4.7393	1.1077
79644	9.5382	8.3966	6.9787
6716	8.0183	11.8259	5.584
6715	9.9841	11.4197	9.4291
162239	8.444	9.0554	6.7858
NA	4.3705	4.4775	2.6758
NA	1.3645	0	0
3070	5.982	3.5408	6.3884
85364	9.0966	8.8238	9.8162
NA	4.8359	6.0382	6.3616
NA	8.7565	9.0114	9.3849
204474	1.3645	0	0
692057	0	0	0
54716	3.2722	2.6597	0
678	11.444	12.0778	10.5564
26088	10.2929	9.6143	11.0016
NA	0	0	0
23163	9.1773	8.4633	9.6394
23062	10.2205	10.1187	10.7848
84419	5.3068	4.8762	5.6183
22869	5.3904	7.3111	6.3616
118611	1.7494	0	0
NA	0	0	0
NA	1.3645	0.9157	0.4699
123207	8.7116	7.7753	7.7692
NA	7.5272	6.648	8.4756
NA	0	0	0
NA	1.3645	5.6874	0.4699
9990	6.8281	8.4231	7.2976
29109	8.7877	7.1493	7.0005
80206	5.8503	5.2229	6.1973
131	0	2.8491	0
130	12.7402	14.6439	10.2876
128	12.5795	13.1597	12.2126
127	14.7149	17.129	11.149
NA	5.0567	2.1846	1.3448
NA	7.1004	0.9157	0
5310	10.7606	9.0139	11.1573
4901	5.9639	5.8352	5.2676
57165	7.2041	4.0064	1.7268
401152	11.3072	11.9423	9.9895
10052	6.3314	3.9245	6.3481
7697	5.982	6.0382	6.8107
5207	9.7732	8.7514	6.676
5568	0	0.9157	0
84926	9.8637	9.4989	10.483
5566	11.3832	11.9833	11.4924
157697	6.6469	7.1937	7.9839
81788	7.7546	6.1323	6.6319
5567	8.3531	10.0261	8.9067
5695	13.001	11.6381	10.9719
5694	12.1333	11.4529	11.204
5693	11.9194	11.1024	11.1967
55017	10.2139	8.7808	8.9239
5691	13.2732	11.5614	11.9118
5690	12.4263	11.3015	11.3301
5689	13.5215	11.8805	12.5846
NA	1.3645	2.6597	3.5103
NA	0	0	0
8743	12.2803	11.8118	10.3114
5208	6.8866	7.0074	7.1409
55716	8.9273	8.8124	8.3986
81932	11.7092	11.4136	10.107
84064	8.9389	10.0873	8.9078
NA	0	0	0
NA	4.7955	0	0
10233	7.5516	6.5422	5.584
NA	7.7441	8.4561	9.0623
5210	6.3454	5.4738	5.1083
9240	7.701	7.3191	7.5759
NA	6.1672	4.6402	2.5861
NA	6.9614	5.0013	5.1558
3816	0	0	0
NA	2.5171	2.4416	2.0285
NA	4.5265	1.8717	3.121
NA	3.1496	0	0
80010	6.8278	7.0942	8.0567
84940	5.1557	2.1846	3.1834
79585	10.5798	8.7463	9.5489
6083	0	0	0
6082	0	0	0
692091	0	0	0
NA	8.0951	8.0265	8.6722
9303	0	0	0
51305	4.3705	0	5.3316
NA	11.2478	10.7718	11.0711
NA	1.3645	0.9157	0
50801	0	0	0.5668
8645	9.3801	9.0481	8.0143
NA	4.4764	5.2561	4.877
10089	4.4244	1.8717	1.3448
NA	3.2722	2.4416	0.8237
1407	7.3295	8.3851	8.9342
1408	11.531	11.1964	10.5397
NA	2.053	2.6597	1.8855
NA	0	0	0.4699
6822	13.3333	15.5519	12.0134
NA	5.5199	3.6467	6.4016
NA	11.2299	9.1165	8.1613
51228	9.3369	8.8294	8.664
138151	4.9505	5.415	6.1275
26027	4.9604	6.1378	1.6457
134526	8.7565	11.3086	9.0392
55856	10.8685	11.5821	9.9544
23230	7.2719	8.5782	10.1575
NA	5.8104	3.4265	1.7268
54832	7.1492000000000004	9.9205	9.6649
157680	7.3295	8.4885	9.1382
340542	5.5199	4.9608	6.2566
56271	7.5637	7.7812	7.7303
84707	9.1871	3.9245	1.1077
55859	5.3352	5.9164	2.9873
55833	8.2298	8.0842	9.1133
55787	2.5171	6.304	7.1211
23279	8.6217	9.1641	9.686
NA	7.8264	8.3306	7.9795
23138	6.466	3.1665	6.0203
1428	8.616	8.8238	7.599
81615	2.3036	3.4265	2.1586
55858	8.7486	8.4414	8.575
6818	10.0781	8.7951	8.6383
4200	7.9828	9.105	8.591
2123	6.119	7.7928	5.2753
5104	13.2079	14.8386	13.4613
2124	7.0498	9.2274	6.1589
8456	0	0	0
3344	8.04	9.0626	9.4355
1112	9.7588	10.8611	10.7524
441394	0	1.4714	0.4699
NA	3.2722	2.1846	2.1586
84276	8.4826	8.1542	7.0612
9948	11.6942	12.1137	12.5926
54579	0	6.5424	7.0832
7373	10.9874	9.616	7.7408
90576	6.5289	6.9151	6.7706
2904	3.0155	1.8717	0
2905	4.8359	1.4714	1.8855
9630	6.2591	7.0466	4.069
2769	6.4401	6.2035	4.5441
2768	9.5966	9.3906	9.9023
10672	9.5382	10.3626	10.6364
2906	6.2885	3.6467	3.8165
2767	4.8359	8.4117	9.0158
79707	5.3631	6.8611	6.079
5573	11.1492	12.5247	12.8517
25900	9.2722	8.2821	8.7504
55734	7.9091	7.6215	9.15
126917	8.5447	7.7577	8.1219
5575	7.9556	8.1397	6.7501
4240	9.6917	7.8156	7.4062
25970	10.1463	9.513	10.0718
25818	0.8379	0	0
3572	4.9133	10.6216	10.2429
6305	9.8867	9.3083	12.1816
81846	7.2118	9.1073	9.823
6906	11.1621	13.1489	9.6387
5116	9.1436	8.8266	9.4696
56681	11.2585	11.3076	10.4082
1627	9.6696	7.4046	10.2867
51128	10.4294	11.0388	10.7649
11076	7.4834	6.9671	7.3664
119	2.053	3.5408	1.8855
100113389	0	0	0
4967	11.1779	11.7706	12.1902
25942	9.671	10.0648	9.9384
118	11.9948	11.702	12.4753
79577	8.1239	9.1371	8.9996
NA	7.9685	7.258	6.3542
NA	0	0	0
NA	0	0	0
NA	12.0224	10.296	10.679
NA	5.4436	7.2785	7.6634
23518	8.0657	8.0412	9.2065
167826	0	0	0
6406	0	0	0
7378	9.9034	8.3581	9.0072
6407	0	0	0
NA	1.7494	0.9157	0
147686	4.4764	5.2899	2.6758
2020	2.7031	0	0.4699
NA	3.9972	2.6597	2.9873
92255	4.7955	7.2702	7.9073
NA	3.1496	0.9157	0
116448	2.053	1.8717	0
643836	8.0183	7.3895	8.0504
387841	6.3314	4.6402	5.1401
1618	0	0	1.1077
57054	0	0	0
57055	0	0	0
1617	0	4.4189	0
259294	0	0.9157	0.8237
57135	0	0	0
153443	5.2482	6.6093	7.4858
50833	0	0	0
50839	0.8379	0	0.8237
587	12.1103	7.5414	8.9996
586	6.5891	6.0766	6.2198
NA	7.0584	7.3818	6.8449
50674	0	0	0
140733	4.3705	6.5005	6.0373
28992	10.6659	10.0026	8.5018
63973	0	0	0
57644	3.3853	4.4189	2.9873
57704	10.675	9.6889	10.258
8852	0	0	0
9495	4.2563	4.6906	4.0013
9472	4.7955	7.1937	4.9375
9465	9.1069	8.6468	7.1798
28988	11.8565	10.82	11.2772
8165	10.7743	11.4281	12.1061
NA	5.2678	9.7524	7.6605
10566	4.2563	5.3847	0.4699
NA	7.3153	4.6906	6.7082
NA	5.0905	3.7454	5.5607
51268	13.8611	14.0661	13.2158
10270	8.8846	8.7691	8.9789
10142	8.9596	10.8129	11.2136
83939	10.6362	10.5787	11.2752
55659	5.9082	5.7362	5.412
9677	7.0326	7.5345	8.7005
1592	4.575	8.6308	7.2903
150275	9.1635	10.3733	11.0151
118672	7.6225	6.0382	6.2566
101340251	0	0	0
23302	6.0521	4.5338	6.0117
51175	6.1672	10.5102	8.3754
29085	12.5926	9.8598	10.0379
8243	10.2272	10.4281	11.7333
6018	7.0498	8.3542	8.2014
27247	9.2274	9.0745	9.088
100113407	8.3565	9.4631	9.4578
23076	9.3988	9.3656	9.4275
4858	6.6694	4.1574	5.5488
4857	2.5171	4.0838	2.1586
NA	9.7925	11.4836	9.2093
257240	1.7494	1.8717	0.4699
7184	14.4937	14.6441	14.8764
23263	7.9372	7.1583	8.2337
27127	2.3036	0	2.1586
11103	7.474	8.9647	8.772
124842	6.877	5.2229	2.4905
NA	6.3029	2.4416	2.8399
54972	9.189	5.0013	6.4016
NA	7.7821	7.295	6.2128
23089	6.5533	8.0983	7.9189
83893	0	0	0.4699
5016	7.7441	7.6662	7.4577
6801	2.5171	7.5618	7.4481
83756	2.5171	3.6467	0.8237
252949	0	0	0
1070	7.6956	7.2949	7.7918
1069	9.8552	8.9584	9.3169
1068	0	0	0
56477	5.3904	4.2273	4.5909
100033442	0	0	0
NA	6.3731	7.5066	5.7583
1733	11.0668	12.9552	10.6579
1734	3.2722	0.9157	0.8237
1735	5.2482	2.6597	0.8237
6366	12.6924	10.1002	5.4883
6364	6.9795	3.3023	11.1231
6368	3.0155	5.1164	0.8237
6367	5.8503	5.0013	1.1077
6370	7.8164	2.6597	1.3448
6369	1.3645	0	1.7268
10850	0	0	0
10344	1.7494	0.9157	2.7602
80216	7.0412	7.4925	7.195
9963	9.4337	10.1606	8.333
57538	6.2291	6.4575	11.4352
115701	7.2792	7.8822	9.9879
11078	10.7573	9.7645	11.8851
157773	4.5265	2.1846	2.3881
NA	10.1332	7.8156	11.2888
NA	7.2792	5.2229	4.9008
NA	3.9235	4.1574	4.9909
56260	3.9979	3.3916	3.3566
57661	9.8179	10.2047	10.5747
NA	7.6846	8.2148	9.1451
NA	7.4857	7.6803	8.2557
NA	10.283	10.298	9.0392
8318	8.36	4.2273	8.3569
23316	8.6275	11.8287	9.2664
677801	0	0	0
NA	3.0155	2.6597	3.121
26774	0	0	0
NA	6.6694	5.3847	4.4956
55290	7.9647	7.335	8.6612
9246	11.8681	11.5928	10.21
2972	9.3192	8.994	8.95
161835	4.5265	2.8491	6.7706
22826	11.218	10.4038	10.527
23234	9.9217	8.6699	9.091
4151	3.1496	4.7864	1.1077
3338	10.858	10.083	9.9232
80331	10.1493	9.7675	11.1831
9829	6.4531	4.294	3.6046
7266	11.6219	10.5585	10.7247
64215	10.7878	10.3829	11.4058
27000	8.6739	8.8703	10.0729
5611	10.6984	11.8078	11.1554
66002	10.0053	11.5097	9.5197
55762	4.8751	4.8762	3.121
4914	0.8379	2.1846	1.3448
9570	10.1149	10.099	10.5762
6571	2.053	1.8717	1.5484
148713	0.8379	0	0
9527	9.3526	10.2176	9.89
133482	2.7031	0	0
51018	8.3772	8.4192	8.9909
90324	9.2045	8.4885	9.0982
10928	9.3281	10.2991	9.8211
51299	5.6835	6.5145	4.3936
388021	0	0	0
9064	8.5386	7.5136	7.0558
57093	0	0	0
6741	10.2957	10.3337	10.9953
5908	10.4457	11.3425	10.2947
5906	8.6131	10.6757	10.411
5511	9.1355	9.1775	9.3125
128611	4.754	5.8064	2.9873
80128	4.0659	2.4416	2.1586
NA	3.4901	4.0838	5.8381
26780	0	0	0
4216	8.8531	8.4041	9.4014
116412	7.5993	6.1505	4.9909
91107	9.9841	8.0983	9.3394
NA	9.191	7.5066	7.8216
26783	0	0	0
26782	0	0	0
9962	9.109	11.5787	10.6685
NA	3.3853	2.6597	5.1866
677838	1.3105	0	0
6044	0	0	0
51194	8.5748	7.7928	8.7797
4543	0	0	0
57862	8.3942	9.0717	9.0832
157769	8.2524	10.4132	10.8957
NA	9.3253	9.5868	7.7961
93668	0	0	0
25823	1.3645	0	0
129868	0	0	0
220202	4.754	3.7454	2.0285
38	13.5449	14.3685	13.0175
39	11.6403	11.1095	11.1228
126231	2.5171	3.3023	3.2433
474	0	0	0.8237
220441	4.9868	7.2196	5.4379
131450	3.6793	5.4447	2.8399
8994	10.3725	10.0198	9.808
146310	1.3645	0	0.4699
114804	8.4921	6.9151	5.6183
84913	10.839	11.5071	8.257
56937	9.617	6.9773	7.1409
5189	7.0063	9.1462	9.2168
80775	8.6043	9.3656	8.6363
91862	9.4644	7.6798	6.3171
1489	6.4915	4.8762	2.1586
4204	9.2905	9.0505	9.7487
8504	7.3644	9.4865	8.7452
56110	0	2.8223	2.7602
3949	10.1281	10.532	11.9802
5828	9.0045	9.4721	9.2673
340198	0.8379	0	0.4699
59341	7.8659	8.6627	6.5393
5919	15.8441	14.6978	13.9782
81603	11.5226	10.9058	10.4481
728137	0	0	0
NA	3.5878	3.5408	1.1077
7258	0	0	0
341568	0	0	0
3559	4.1956	4.6402	3.0557
3560	7.0498	9.9178	6.3344
55503	5.7693	5.4447	3.121
9363	5.3904	3.6467	2.6758
5191	7.2865	7.9249	7.0724
50836	0	0	0
3561	9.7627	9.3083	7.764
NA	6.9057	7.1761	7.4765
23225	10.5311	9.6593	10.6692
57084	0	0	0
57030	3.2722	1.8717	1.7268
6568	7.7858	9.1462	7.0263
10246	9.2255	10.9754	9.0891
10786	7.6109	9.4953	8.6557
130752	2.053	0	1.1077
NA	11.6696	11.9786	11.7205
NA	9.5167	4.1574	8.1417
83852	7.7651	8.2018	8.2202
NA	11.957	10.5432	7.4192
NA	7.3575	8.8819	7.9439
80279	12.8538	10.4657	10.8076
51654	10.037	8.6658	9.2646
NA	9.4516	9.288	9.5629
283897	4.9868	6.5559	3.8165
NA	7.1651	6.1323	5.7787
84309	10.6511	9.593	9.3741
79932	11.0562	11.0713	11.4392
4617	0	0	0
83737	9.8478	11.1833	10.7785
7756	10.3567	10.6616	11.3123
NA	0.8379	3.9245	0.4699
NA	0	0	0
128866	12.0878	10.8816	11.4293
9720	0	3.4265	1.1077
581	11.1852	9.3618	9.9619
64591	0	0	0
572	12.0113	10.2467	10.3083
NA	9.4885	9.9672	11.1718
23743	12.3735	13.5823	12.0528
NA	8.7852	6.5694	7.1721
22837	8.9956	12.5525	9.8999
219855	6.9705	7.685	7.4095
338751	0	0	0
5129	9.957	8.7305	8.0441
23097	8.5353	8.188	8.8209
8328	0	1.8717	0
4654	0	0	0
23203	12.0169	12.081	10.0047
10766	10.2581	10.6329	10.7066
51755	8.899	9.7136	9.9434
8621	8.3215	9.4189	10.0037
8558	11.5486	10.7036	10.5608
51593	10.9929	10.4475	10.974
5127	10.6132	9.2507	10.6086
5128	7.2118	8.9403	8.7164
5218	7.8012	9.1257	10.1594
65061	0	0	0
NA	9.704	12.1739	12.5449
NA	0.8379	3.0165	0
NA	10.0838	8.4451	8.7322
NA	10.1603	11.6604	9.6799
64412	7.8114	8.0795	8.7071
NA	3.2722	2.6597	1.1077
NA	0	0	2.0285
26821	0	0	0.4699
525	2.3036	0	1.1077
526	9.8242	10.7871	10.9556
132949	7.2792	7.4565	6.4212
138429	1.3645	0.9157	1.1077
NA	6.3029	9.6012	5.7787
NA	3.5878	3.5408	3.121
57504	8.6389	7.7158	8.9136
319139	0	0	0
NA	8.4858	8.7837	8.1824
NA	2.072	2.4464	0.83
7881	4.6219	5.079	4.9193
57343	5.7484	6.872	5.5607
8419	2.5171	0	1.1077
55900	7.8414	8.7275	8.0057
631	3.9964	3.7454	3.5103
286530	7.4707	6.8937	5.9046
27296	0	0	0
9196	0.8379	0.9157	1.8855
412	8.0183	9.5946	8.3954
64386	5.7606	5.1848	3.6505
10893	9.5011	8.0983	7.5043
64066	0	0	0
8514	7.2865	8.4885	6.3884
118856	0	0	0.4699
9313	0	0	0
NA	8.2411	8.5306	8.862
10481	0	0	0
23091	8.2561	10.2155	9.9028
6138	14.1578	13.6583	13.1693
10342	11.2659	11.7089	12.3709
84329	7.1086	7.2702	5.0757
115290	9.5744	10.632	10.0379
10953	8.7085	9.1819	9.7121
55011	11.6647	10.347	10.4623
27289	11.5098	9.3022	8.3069
8153	6.3314	8.4706	5.0424
390	9.3767	10.4188	10.3967
4691	12.6183	13.0275	13.4945
202051	7.8708	5.2568	6.2198
56998	9.3767	9.7994	8.6722
5530	8.325	9.4077	8.9273
5532	8.7954	9.3982	8.7708
5533	8.0727	8.1068	8.7174
692198	0	0	0
55565	7.5993	6.4428	5.8574
3976	6.4531	4.4775	3.9302
57670	3.3853	5.7834	7.1211
NA	7.6846	10.3752	9.5414
NA	0	0.1801	2.7453
653361	7.8901	7.4122	4.5909
NA	10.2376	10.1415	10.6979
10489	10.391	10.4291	10.2724
55631	6.1672	9.0287	8.0035
254050	2.3036	2.6597	0
115353	10.348	8.7514	8.9193
201255	11.7344	9.0933	9.2298
8510	9.0883	6.0575	4.2839
57470	9.9684	10.5594	10.0682
83933	10.0152	9.5927	10.2991
54839	2.3036	3.4265	2.5861
NA	4.2563	4.4775	4.9375
54865	10.0446	8.5915	10.1599
643905	0	0	0
79369	1.7494	1.4714	0.8237
84002	5.0905	5.9786	10.1399
192134	0	0	0
93010	6.8378	6.7935	4.5677
54752	2.053	1.8717	2.4905
NA	9.6737	9.8735	10.4935
10678	7.9418	9.1371	8.5881
10331	8.0699	6.8164	10.2978
64838	10.2385	10.4702	10.4536
252995	8.7929	11.85	5.6519
163479	0	0	0
374907	5.79	5.5302	2.8399
84752	7.3652	6.9119	5.7415
151	6.5653	7.5276	4.6803
152	6.6008	3.7454	3.6496
26589	10.6631	10.0552	9.2709
11231	10.9851	11.7188	11.8467
170394	8.6616	7.7695	9.2215
114825	7.0063	7.951	8.0014
2260	8.6921	8.6243	7.0641
6775	7.2719	6.9465	6.0288
5130	7.4119	8.4524	8.7426
55193	8.8157	10.0001	9.7014
23002	5.9082	8.1306	7.4702
23500	6.3061	8.1688	6.1634
3123	14.235	11.0846	10.2019
3128	10.4907	9.2953	5.9606
54739	10.7846	10.611	9.2941
5822	9.3245	9.1211	8.5186
3127	11.2099	10.0802	6.9787
100129792	11.3286	10.5558	8.6396
NA	3.7654	2.4416	2.278
284992	7.6109	6.0575	5.5955
NA	3.5878	3.3023	1.5484
